connect() error  [ErrorCode:10035] [Line:286]
start X:3 startY:7 endX:2 endY:2   [ErrorCode:0] [Line:427]
start X:2 startY:4 endX:8 endY:2   [ErrorCode:0] [Line:427]
start X:2 startY:4 endX:2 endY:1   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:1 endY:0   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:2 endY:9   [ErrorCode:0] [Line:427]
start X:0 startY:4 endX:0 endY:6   [ErrorCode:0] [Line:427]
start X:0 startY:4 endX:8 endY:6   [ErrorCode:0] [Line:427]
start X:3 startY:1 endX:0 endY:2   [ErrorCode:0] [Line:427]
start X:3 startY:1 endX:0 endY:1   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:9 endY:7   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:4 endY:7   [ErrorCode:0] [Line:427]
start X:8 startY:2 endX:1 endY:8   [ErrorCode:0] [Line:427]
start X:8 startY:2 endX:5 endY:1   [ErrorCode:0] [Line:427]
start X:2 startY:6 endX:5 endY:2   [ErrorCode:0] [Line:427]
start X:9 startY:3 endX:8 endY:4   [ErrorCode:0] [Line:427]
start X:0 startY:1 endX:8 endY:3   [ErrorCode:0] [Line:427]
start X:0 startY:1 endX:9 endY:3   [ErrorCode:0] [Line:427]
start X:7 startY:5 endX:1 endY:1   [ErrorCode:0] [Line:427]
start X:7 startY:5 endX:5 endY:1   [ErrorCode:0] [Line:427]
start X:6 startY:1 endX:3 endY:0   [ErrorCode:0] [Line:427]
start X:6 startY:1 endX:7 endY:1   [ErrorCode:0] [Line:427]
start X:2 startY:8 endX:2 endY:7   [ErrorCode:0] [Line:427]
start X:2 startY:8 endX:4 endY:4   [ErrorCode:0] [Line:427]
start X:5 startY:9 endX:2 endY:7   [ErrorCode:0] [Line:427]
start X:5 startY:9 endX:2 endY:7   [ErrorCode:0] [Line:427]
start X:4 startY:8 endX:8 endY:3   [ErrorCode:0] [Line:427]
start X:4 startY:8 endX:5 endY:8   [ErrorCode:0] [Line:427]
start X:0 startY:3 endX:5 endY:8   [ErrorCode:0] [Line:427]
start X:0 startY:3 endX:3 endY:5   [ErrorCode:0] [Line:427]
start X:5 startY:9 endX:4 endY:0   [ErrorCode:0] [Line:427]
start X:5 startY:9 endX:5 endY:1   [ErrorCode:0] [Line:427]
start X:4 startY:5 endX:5 endY:0   [ErrorCode:0] [Line:427]
start X:4 startY:5 endX:3 endY:6   [ErrorCode:0] [Line:427]
start X:3 startY:5 endX:8 endY:0   [ErrorCode:0] [Line:427]
start X:3 startY:5 endX:3 endY:0   [ErrorCode:0] [Line:427]
start X:3 startY:3 endX:2 endY:9   [ErrorCode:0] [Line:427]
start X:3 startY:3 endX:1 endY:8   [ErrorCode:0] [Line:427]
start X:8 startY:9 endX:5 endY:8   [ErrorCode:0] [Line:427]
start X:8 startY:9 endX:6 endY:2   [ErrorCode:0] [Line:427]
start X:9 startY:6 endX:5 endY:2   [ErrorCode:0] [Line:427]
start X:9 startY:6 endX:0 endY:9   [ErrorCode:0] [Line:427]
start X:1 startY:9 endX:0 endY:8   [ErrorCode:0] [Line:427]
start X:1 startY:9 endX:9 endY:5   [ErrorCode:0] [Line:427]
start X:0 startY:4 endX:0 endY:9   [ErrorCode:0] [Line:427]
start X:0 startY:4 endX:2 endY:9   [ErrorCode:0] [Line:427]
start X:7 startY:0 endX:2 endY:2   [ErrorCode:0] [Line:427]
start X:7 startY:0 endX:3 endY:6   [ErrorCode:0] [Line:427]
start X:6 startY:3 endX:7 endY:5   [ErrorCode:0] [Line:427]
start X:6 startY:3 endX:2 endY:7   [ErrorCode:0] [Line:427]
start X:6 startY:7 endX:8 endY:8   [ErrorCode:0] [Line:427]
start X:4 startY:3 endX:8 endY:9   [ErrorCode:0] [Line:427]
start X:0 startY:8 endX:3 endY:6   [ErrorCode:0] [Line:427]
start X:0 startY:8 endX:3 endY:0   [ErrorCode:0] [Line:427]
start X:2 startY:9 endX:6 endY:8   [ErrorCode:0] [Line:427]
start X:2 startY:9 endX:6 endY:0   [ErrorCode:0] [Line:427]
start X:2 startY:3 endX:6 endY:3   [ErrorCode:0] [Line:427]
start X:2 startY:3 endX:6 endY:1   [ErrorCode:0] [Line:427]
start X:6 startY:7 endX:8 endY:5   [ErrorCode:0] [Line:427]
start X:6 startY:7 endX:8 endY:0   [ErrorCode:0] [Line:427]
start X:8 startY:0 endX:8 endY:8   [ErrorCode:0] [Line:427]
start X:8 startY:0 endX:4 endY:9   [ErrorCode:0] [Line:427]
start X:9 startY:0 endX:5 endY:8   [ErrorCode:0] [Line:427]
start X:9 startY:0 endX:2 endY:1   [ErrorCode:0] [Line:427]
start X:5 startY:2 endX:7 endY:1   [ErrorCode:0] [Line:427]
start X:5 startY:2 endX:0 endY:8   [ErrorCode:0] [Line:427]
start X:8 startY:3 endX:3 endY:5   [ErrorCode:0] [Line:427]
start X:8 startY:3 endX:2 endY:0   [ErrorCode:0] [Line:427]
start X:3 startY:9 endX:5 endY:7   [ErrorCode:0] [Line:427]
start X:3 startY:9 endX:8 endY:5   [ErrorCode:0] [Line:427]
start X:0 startY:3 endX:1 endY:0   [ErrorCode:0] [Line:427]
start X:0 startY:3 endX:4 endY:8   [ErrorCode:0] [Line:427]
start X:4 startY:6 endX:0 endY:5   [ErrorCode:0] [Line:427]
start X:4 startY:6 endX:0 endY:7   [ErrorCode:0] [Line:427]
start X:6 startY:6 endX:5 endY:3   [ErrorCode:0] [Line:427]
start X:6 startY:6 endX:0 endY:9   [ErrorCode:0] [Line:427]
start X:4 startY:0 endX:6 endY:4   [ErrorCode:0] [Line:427]
start X:4 startY:0 endX:4 endY:0   [ErrorCode:0] [Line:427]
start X:7 startY:7 endX:3 endY:7   [ErrorCode:0] [Line:427]
start X:7 startY:7 endX:5 endY:1   [ErrorCode:0] [Line:427]
start X:4 startY:6 endX:4 endY:5   [ErrorCode:0] [Line:427]
start X:4 startY:6 endX:9 endY:7   [ErrorCode:0] [Line:427]
start X:4 startY:2 endX:1 endY:6   [ErrorCode:0] [Line:427]
start X:4 startY:2 endX:9 endY:7   [ErrorCode:0] [Line:427]
start X:3 startY:2 endX:9 endY:5   [ErrorCode:0] [Line:427]
start X:3 startY:2 endX:7 endY:6   [ErrorCode:0] [Line:427]
start X:2 startY:7 endX:3 endY:8   [ErrorCode:0] [Line:427]
start X:0 startY:2 endX:1 endY:1   [ErrorCode:0] [Line:427]
start X:0 startY:9 endX:4 endY:3   [ErrorCode:0] [Line:427]
start X:0 startY:9 endX:0 endY:0   [ErrorCode:0] [Line:427]
start X:5 startY:5 endX:0 endY:6   [ErrorCode:0] [Line:427]
start X:5 startY:5 endX:9 endY:0   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:4 endY:9   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:0 endY:2   [ErrorCode:0] [Line:427]
start X:4 startY:3 endX:9 endY:5   [ErrorCode:0] [Line:427]
start X:4 startY:3 endX:9 endY:9   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:0 endY:3   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:3 endY:3   [ErrorCode:0] [Line:427]
start X:7 startY:1 endX:4 endY:0   [ErrorCode:0] [Line:427]
start X:7 startY:1 endX:5 endY:3   [ErrorCode:0] [Line:427]
start X:2 startY:2 endX:8 endY:9   [ErrorCode:0] [Line:427]
start X:2 startY:2 endX:4 endY:9   [ErrorCode:0] [Line:427]
start X:8 startY:2 endX:4 endY:2   [ErrorCode:0] [Line:427]
start X:8 startY:2 endX:1 endY:3   [ErrorCode:0] [Line:427]
start X:2 startY:1 endX:1 endY:9   [ErrorCode:0] [Line:427]
start X:2 startY:1 endX:6 endY:5   [ErrorCode:0] [Line:427]
start X:1 startY:0 endX:7 endY:9   [ErrorCode:0] [Line:427]
start X:1 startY:0 endX:8 endY:0   [ErrorCode:0] [Line:427]
start X:2 startY:9 endX:7 endY:8   [ErrorCode:0] [Line:427]
start X:2 startY:9 endX:5 endY:7   [ErrorCode:0] [Line:427]
start X:0 startY:6 endX:2 endY:9   [ErrorCode:0] [Line:427]
start X:0 startY:6 endX:0 endY:2   [ErrorCode:0] [Line:427]
start X:8 startY:6 endX:8 endY:9   [ErrorCode:0] [Line:427]
start X:8 startY:6 endX:2 endY:7   [ErrorCode:0] [Line:427]
start X:0 startY:2 endX:2 endY:3   [ErrorCode:0] [Line:427]
start X:0 startY:2 endX:6 endY:2   [ErrorCode:0] [Line:427]
start X:0 startY:1 endX:6 endY:9   [ErrorCode:0] [Line:427]
start X:0 startY:1 endX:2 endY:6   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:9 endY:0   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:8 endY:2   [ErrorCode:0] [Line:427]
start X:4 startY:7 endX:2 endY:6   [ErrorCode:0] [Line:427]
start X:4 startY:7 endX:3 endY:3   [ErrorCode:0] [Line:427]
start X:1 startY:8 endX:3 endY:3   [ErrorCode:0] [Line:427]
start X:5 startY:1 endX:2 endY:9   [ErrorCode:0] [Line:427]
start X:5 startY:2 endX:5 endY:7   [ErrorCode:0] [Line:427]
start X:5 startY:2 endX:3 endY:8   [ErrorCode:0] [Line:427]
start X:8 startY:4 endX:1 endY:6   [ErrorCode:0] [Line:427]
start X:8 startY:4 endX:6 endY:0   [ErrorCode:0] [Line:427]
start X:8 startY:3 endX:2 endY:8   [ErrorCode:0] [Line:427]
start X:8 startY:3 endX:3 endY:7   [ErrorCode:0] [Line:427]
start X:9 startY:3 endX:0 endY:4   [ErrorCode:0] [Line:427]
start X:9 startY:3 endX:5 endY:4   [ErrorCode:0] [Line:427]
start X:1 startY:1 endX:1 endY:4   [ErrorCode:0] [Line:427]
start X:1 startY:1 endX:3 endY:6   [ErrorCode:0] [Line:427]
start X:5 startY:1 endX:8 endY:8   [ErrorCode:0] [Line:427]
start X:5 startY:1 endX:0 endY:9   [ErrorCode:0] [Line:427]
start X:3 startY:0 endX:2 endY:1   [ErrorCode:0] [Line:427]
start X:3 startY:0 endX:3 endY:2   [ErrorCode:0] [Line:427]
start X:7 startY:1 endX:9 endY:8   [ErrorCode:0] [Line:427]
start X:7 startY:1 endX:9 endY:7   [ErrorCode:0] [Line:427]
start X:2 startY:7 endX:1 endY:3   [ErrorCode:0] [Line:427]
start X:2 startY:7 endX:1 endY:3   [ErrorCode:0] [Line:427]
start X:4 startY:4 endX:5 endY:4   [ErrorCode:0] [Line:427]
start X:4 startY:4 endX:7 endY:5   [ErrorCode:0] [Line:427]
start X:2 startY:7 endX:5 endY:9   [ErrorCode:0] [Line:427]
start X:2 startY:7 endX:2 endY:7   [ErrorCode:0] [Line:427]
start X:2 startY:7 endX:6 endY:4   [ErrorCode:0] [Line:427]
start X:2 startY:7 endX:4 endY:8   [ErrorCode:0] [Line:427]
start X:8 startY:3 endX:6 endY:6   [ErrorCode:0] [Line:427]
start X:8 startY:3 endX:5 endY:0   [ErrorCode:0] [Line:427]
start X:5 startY:8 endX:2 endY:2   [ErrorCode:0] [Line:427]
start X:5 startY:8 endX:5 endY:1   [ErrorCode:0] [Line:427]
start X:5 startY:8 endX:0 endY:2   [ErrorCode:0] [Line:427]
start X:5 startY:8 endX:2 endY:0   [ErrorCode:0] [Line:427]
start X:3 startY:5 endX:8 endY:8   [ErrorCode:0] [Line:427]
start X:3 startY:5 endX:8 endY:3   [ErrorCode:0] [Line:427]
start X:4 startY:0 endX:2 endY:1   [ErrorCode:0] [Line:427]
start X:4 startY:0 endX:3 endY:6   [ErrorCode:0] [Line:427]
start X:5 startY:1 endX:4 endY:2   [ErrorCode:0] [Line:427]
start X:5 startY:0 endX:5 endY:7   [ErrorCode:0] [Line:427]
start X:3 startY:6 endX:5 endY:8   [ErrorCode:0] [Line:427]
start X:3 startY:6 endX:7 endY:6   [ErrorCode:0] [Line:427]
start X:8 startY:0 endX:1 endY:3   [ErrorCode:0] [Line:427]
start X:8 startY:0 endX:5 endY:6   [ErrorCode:0] [Line:427]
start X:3 startY:0 endX:9 endY:8   [ErrorCode:0] [Line:427]
start X:3 startY:0 endX:6 endY:0   [ErrorCode:0] [Line:427]
start X:2 startY:9 endX:8 endY:0   [ErrorCode:0] [Line:427]
start X:2 startY:9 endX:2 endY:4   [ErrorCode:0] [Line:427]
start X:1 startY:8 endX:9 endY:3   [ErrorCode:0] [Line:427]
start X:1 startY:8 endX:8 endY:4   [ErrorCode:0] [Line:427]
start X:5 startY:8 endX:3 endY:2   [ErrorCode:0] [Line:427]
start X:5 startY:8 endX:7 endY:2   [ErrorCode:0] [Line:427]
start X:6 startY:2 endX:0 endY:3   [ErrorCode:0] [Line:427]
start X:6 startY:2 endX:3 endY:0   [ErrorCode:0] [Line:427]
start X:5 startY:2 endX:8 endY:3   [ErrorCode:0] [Line:427]
start X:5 startY:2 endX:2 endY:6   [ErrorCode:0] [Line:427]
start X:0 startY:9 endX:3 endY:2   [ErrorCode:0] [Line:427]
start X:0 startY:9 endX:6 endY:8   [ErrorCode:0] [Line:427]
start X:0 startY:8 endX:5 endY:1   [ErrorCode:0] [Line:427]
start X:0 startY:8 endX:2 endY:3   [ErrorCode:0] [Line:427]
start X:9 startY:5 endX:9 endY:9   [ErrorCode:0] [Line:427]
start X:9 startY:5 endX:6 endY:8   [ErrorCode:0] [Line:427]
start X:0 startY:9 endX:7 endY:4   [ErrorCode:0] [Line:427]
start X:0 startY:9 endX:2 endY:4   [ErrorCode:0] [Line:427]
start X:2 startY:9 endX:7 endY:5   [ErrorCode:0] [Line:427]
start X:2 startY:9 endX:9 endY:4   [ErrorCode:0] [Line:427]
start X:2 startY:2 endX:6 endY:3   [ErrorCode:0] [Line:427]
start X:2 startY:2 endX:2 endY:2   [ErrorCode:0] [Line:427]
start X:3 startY:6 endX:8 endY:6   [ErrorCode:0] [Line:427]
start X:3 startY:6 endX:5 endY:1   [ErrorCode:0] [Line:427]
start X:7 startY:5 endX:8 endY:5   [ErrorCode:0] [Line:427]
start X:7 startY:5 endX:6 endY:4   [ErrorCode:0] [Line:427]
start X:2 startY:7 endX:8 endY:8   [ErrorCode:0] [Line:427]
start X:2 startY:7 endX:5 endY:1   [ErrorCode:0] [Line:427]
start X:8 startY:8 endX:4 endY:7   [ErrorCode:0] [Line:427]
start X:8 startY:9 endX:7 endY:5   [ErrorCode:0] [Line:427]
start X:3 startY:6 endX:3 endY:9   [ErrorCode:0] [Line:427]
start X:3 startY:6 endX:5 endY:4   [ErrorCode:0] [Line:427]
start X:3 startY:0 endX:6 endY:2   [ErrorCode:0] [Line:427]
start X:3 startY:0 endX:9 endY:6   [ErrorCode:0] [Line:427]
start X:6 startY:8 endX:1 endY:7   [ErrorCode:0] [Line:427]
start X:6 startY:8 endX:3 endY:8   [ErrorCode:0] [Line:427]
start X:6 startY:0 endX:0 endY:8   [ErrorCode:0] [Line:427]
start X:6 startY:0 endX:1 endY:7   [ErrorCode:0] [Line:427]
start X:6 startY:3 endX:8 endY:3   [ErrorCode:0] [Line:427]
start X:6 startY:3 endX:7 endY:0   [ErrorCode:0] [Line:427]
start X:6 startY:1 endX:6 endY:5   [ErrorCode:0] [Line:427]
start X:6 startY:1 endX:8 endY:3   [ErrorCode:0] [Line:427]
start X:8 startY:5 endX:8 endY:0   [ErrorCode:0] [Line:427]
start X:8 startY:5 endX:8 endY:9   [ErrorCode:0] [Line:427]
start X:8 startY:0 endX:3 endY:0   [ErrorCode:0] [Line:427]
start X:8 startY:0 endX:0 endY:4   [ErrorCode:0] [Line:427]
start X:8 startY:8 endX:6 endY:3   [ErrorCode:0] [Line:427]
start X:8 startY:8 endX:7 endY:0   [ErrorCode:0] [Line:427]
start X:4 startY:9 endX:2 endY:9   [ErrorCode:0] [Line:427]
start X:4 startY:9 endX:8 endY:2   [ErrorCode:0] [Line:427]
start X:5 startY:8 endX:0 endY:0   [ErrorCode:0] [Line:427]
start X:5 startY:8 endX:6 endY:7   [ErrorCode:0] [Line:427]
start X:2 startY:1 endX:1 endY:8   [ErrorCode:0] [Line:427]
start X:2 startY:1 endX:2 endY:8   [ErrorCode:0] [Line:427]
start X:7 startY:1 endX:1 endY:6   [ErrorCode:0] [Line:427]
start X:7 startY:1 endX:8 endY:7   [ErrorCode:0] [Line:427]
start X:0 startY:8 endX:7 endY:3   [ErrorCode:0] [Line:427]
start X:0 startY:8 endX:8 endY:3   [ErrorCode:0] [Line:427]
start X:3 startY:5 endX:0 endY:3   [ErrorCode:0] [Line:427]
start X:3 startY:5 endX:7 endY:1   [ErrorCode:0] [Line:427]
start X:2 startY:0 endX:1 endY:9   [ErrorCode:0] [Line:427]
start X:2 startY:0 endX:9 endY:1   [ErrorCode:0] [Line:427]
start X:5 startY:7 endX:5 endY:5   [ErrorCode:0] [Line:427]
start X:5 startY:7 endX:6 endY:8   [ErrorCode:0] [Line:427]
start X:8 startY:5 endX:8 endY:6   [ErrorCode:0] [Line:427]
start X:1 startY:0 endX:3 endY:0   [ErrorCode:0] [Line:427]
start X:4 startY:8 endX:9 endY:6   [ErrorCode:0] [Line:427]
start X:4 startY:8 endX:0 endY:2   [ErrorCode:0] [Line:427]
start X:0 startY:5 endX:4 endY:7   [ErrorCode:0] [Line:427]
start X:0 startY:5 endX:1 endY:9   [ErrorCode:0] [Line:427]
start X:0 startY:7 endX:7 endY:6   [ErrorCode:0] [Line:427]
start X:0 startY:7 endX:3 endY:0   [ErrorCode:0] [Line:427]
start X:5 startY:3 endX:4 endY:8   [ErrorCode:0] [Line:427]
start X:5 startY:3 endX:6 endY:8   [ErrorCode:0] [Line:427]
start X:0 startY:9 endX:8 endY:2   [ErrorCode:0] [Line:427]
start X:0 startY:9 endX:9 endY:4   [ErrorCode:0] [Line:427]
start X:6 startY:4 endX:4 endY:9   [ErrorCode:0] [Line:427]
start X:6 startY:4 endX:2 endY:8   [ErrorCode:0] [Line:427]
start X:4 startY:0 endX:5 endY:4   [ErrorCode:0] [Line:427]
start X:4 startY:0 endX:6 endY:4   [ErrorCode:0] [Line:427]
start X:3 startY:7 endX:4 endY:4   [ErrorCode:0] [Line:427]
start X:3 startY:7 endX:4 endY:5   [ErrorCode:0] [Line:427]
start X:5 startY:1 endX:5 endY:3   [ErrorCode:0] [Line:427]
start X:5 startY:1 endX:8 endY:1   [ErrorCode:0] [Line:427]
start X:4 startY:5 endX:9 endY:1   [ErrorCode:0] [Line:427]
start X:4 startY:5 endX:7 endY:0   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:5 endY:0   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:2 endY:2   [ErrorCode:0] [Line:427]
start X:1 startY:6 endX:6 endY:3   [ErrorCode:0] [Line:427]
start X:1 startY:6 endX:4 endY:1   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:9 endY:1   [ErrorCode:0] [Line:427]
start X:9 startY:7 endX:4 endY:6   [ErrorCode:0] [Line:427]
start X:9 startY:5 endX:2 endY:8   [ErrorCode:0] [Line:427]
start X:9 startY:5 endX:9 endY:2   [ErrorCode:0] [Line:427]
start X:7 startY:6 endX:8 endY:3   [ErrorCode:0] [Line:427]
start X:7 startY:6 endX:8 endY:7   [ErrorCode:0] [Line:427]
start X:3 startY:8 endX:7 endY:5   [ErrorCode:0] [Line:427]
start X:3 startY:8 endX:7 endY:3   [ErrorCode:0] [Line:427]
start X:1 startY:1 endX:3 endY:7   [ErrorCode:0] [Line:427]
start X:1 startY:1 endX:8 endY:4   [ErrorCode:0] [Line:427]
start X:4 startY:3 endX:7 endY:1   [ErrorCode:0] [Line:427]
start X:0 startY:0 endX:4 endY:1   [ErrorCode:0] [Line:427]
start X:0 startY:6 endX:4 endY:4   [ErrorCode:0] [Line:427]
start X:0 startY:6 endX:2 endY:1   [ErrorCode:0] [Line:427]
start X:9 startY:0 endX:6 endY:0   [ErrorCode:0] [Line:427]
start X:9 startY:0 endX:0 endY:3   [ErrorCode:0] [Line:427]
start X:4 startY:9 endX:9 endY:4   [ErrorCode:0] [Line:427]
start X:4 startY:9 endX:3 endY:7   [ErrorCode:0] [Line:427]
start X:0 startY:2 endX:0 endY:6   [ErrorCode:0] [Line:427]
start X:0 startY:2 endX:7 endY:1   [ErrorCode:0] [Line:427]
